,id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated_x,quote,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,tvl,last_updated_y
511,5266,MiL.k,MLK,milk-alliance,7,2020-08-05T00:00:00.000Z,,78160812.4950269,1300000000.0,512,217557764.0,57939215.9689819,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.26631647110043793, 'volume_24h': 2458012.96705936, 'volume_change_24h': -30.5634, 'percent_change_1h': -0.05646844, 'percent_change_24h': -1.76759898, 'percent_change_7d': 0.96757609, 'percent_change_30d': -9.54142778, 'percent_change_60d': -23.06345523, 'percent_change_90d': -37.40240011, 'market_cap': 20815511.76201858, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 346211412.43, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.26631647110043793,2458012.96705936,-30.5634,-0.05646844,-1.76759898,0.96757609,-9.54142778,-23.06345523,-37.40240011,20815511.76201858,0.0,346211412.43,,2022-11-16T19:24:00.000Z
512,10049,Manchester City Fan Token,CITY,manchester-city-fan-token,29,2021-05-25T00:00:00.000Z,20000000.0,4314458.0,20000000.0,513,,,,2022-11-16T19:23:00.000Z,"{'USD': {'price': 4.814014445479963, 'volume_24h': 10781966.28817466, 'volume_change_24h': -0.8467, 'percent_change_1h': 0.05479903, 'percent_change_24h': -2.08022799, 'percent_change_7d': 8.18741041, 'percent_change_30d': -16.2943857, 'percent_change_60d': -23.47408704, 'percent_change_90d': -31.34726678, 'market_cap': 20769863.13641659, 'market_cap_dominance': 0.0025, 'fully_diluted_market_cap': 96280288.91, 'tvl': None, 'last_updated': '2022-11-16T19:23:00.000Z'}}",4.814014445479963,10781966.28817466,-0.8467,0.05479903,-2.08022799,8.18741041,-16.2943857,-23.47408704,-31.34726678,20769863.13641659,0.0025,96280288.91,,2022-11-16T19:23:00.000Z
513,10180,GMT Token,GMT,gomining-token,27,2021-06-01T00:00:00.000Z,10000000000.0,263581074.0,354889025.0,514,354889025.0,27596578.035998676,,2022-11-16T19:23:00.000Z,"{'USD': {'price': 0.07776114811101492, 'volume_24h': 843707.53489516, 'volume_change_24h': -6.7195, 'percent_change_1h': -0.68748704, 'percent_change_24h': -1.49313885, 'percent_change_7d': 2.19527428, 'percent_change_30d': -15.47581423, 'percent_change_60d': -26.66684113, 'percent_change_90d': -31.34317393, 'market_cap': 20496366.934574384, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 777611481.11, 'tvl': None, 'last_updated': '2022-11-16T19:23:00.000Z'}}",0.07776114811101492,843707.53489516,-6.7195,-0.68748704,-1.49313885,2.19527428,-15.47581423,-26.66684113,-31.34317393,20496366.934574384,0.0,777611481.11,,2022-11-16T19:23:00.000Z
514,2866,Sentinel Protocol,UPP,sentinel-protocol,4,2018-06-18T00:00:00.000Z,,459834811.2862929,500000000.00000006,515,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.044524335421422076, 'volume_24h': 2352440.41159486, 'volume_change_24h': 17.1164, 'percent_change_1h': -0.47044253, 'percent_change_24h': -3.03102914, 'percent_change_7d': -7.43061564, 'percent_change_30d': -25.95544678, 'percent_change_60d': -31.78716436, 'percent_change_90d': -43.78045777, 'market_cap': 20473839.376157228, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 22262167.71, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.044524335421422076,2352440.41159486,17.1164,-0.47044253,-3.03102914,-7.43061564,-25.95544678,-31.78716436,-43.78045777,20473839.376157228,0.0,22262167.71,,2022-11-16T19:24:00.000Z
515,12140,RMRK,RMRK,rmrk,14,2021-09-25T07:30:41.000Z,10000000.0,9500000.0,10000000.0,516,8828478.9644,19004598.330667827,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 2.152646951677866, 'volume_24h': 168787.16212826, 'volume_change_24h': -25.6114, 'percent_change_1h': 0.00749057, 'percent_change_24h': -3.09883167, 'percent_change_7d': -3.33980505, 'percent_change_30d': -5.50254598, 'percent_change_60d': -8.20919748, 'percent_change_90d': -39.16533357, 'market_cap': 20450146.04093973, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 21526469.52, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",2.152646951677866,168787.16212826,-25.6114,0.00749057,-3.09883167,-3.33980505,-5.50254598,-8.20919748,-39.16533357,20450146.04093973,0.0,21526469.52,,2022-11-16T19:24:00.000Z
516,7576,Kava Lend,HARD,hard-protocol,24,2020-11-02T00:00:00.000Z,200000000.0,134791668.0,200000000.0,517,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.14975373796478333, 'volume_24h': 604678.47680011, 'volume_change_24h': -45.0654, 'percent_change_1h': -0.17457689, 'percent_change_24h': -1.02644805, 'percent_change_7d': -1.90493934, 'percent_change_30d': -29.19224426, 'percent_change_60d': -22.82175518, 'percent_change_90d': -36.66841066, 'market_cap': 20185556.12950807, 'market_cap_dominance': 0.0024, 'fully_diluted_market_cap': 29950747.59, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.14975373796478333,604678.47680011,-45.0654,-0.17457689,-1.02644805,-1.90493934,-29.19224426,-22.82175518,-36.66841066,20185556.12950807,0.0024,29950747.59,,2022-11-16T19:24:00.000Z
517,2757,Callisto Network,CLO,callisto-network,13,2018-05-22T00:00:00.000Z,6500000000.0,3104773221.0,3104773221.0,518,3254997652.76396,21040493.56013424,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0064640579824282954, 'volume_24h': 107108.59302813, 'volume_change_24h': -32.0256, 'percent_change_1h': -1.19406142, 'percent_change_24h': -1.98119973, 'percent_change_7d': -12.35396945, 'percent_change_30d': -9.9133851, 'percent_change_60d': 126.61241579, 'percent_change_90d': 114.81224298, 'market_cap': 20069434.12283466, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 42016376.89, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0064640579824282954,107108.59302813,-32.0256,-1.19406142,-1.98119973,-12.35396945,-9.9133851,126.61241579,114.81224298,20069434.12283466,0.0,42016376.89,,2022-11-16T19:24:00.000Z
518,2505,Bluzelle,BLZ,bluzelle,66,2018-02-06T00:00:00.000Z,,340999973.8365144,500000000.0,519,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.058551514806254666, 'volume_24h': 4943512.80159902, 'volume_change_24h': -34.2589, 'percent_change_1h': -0.14112495, 'percent_change_24h': -2.80027658, 'percent_change_7d': 1.9677196, 'percent_change_30d': -25.92694604, 'percent_change_60d': -31.86892187, 'percent_change_90d': -31.35377653, 'market_cap': 19966065.017021127, 'market_cap_dominance': 0.0024, 'fully_diluted_market_cap': 29275757.4, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.058551514806254666,4943512.80159902,-34.2589,-0.14112495,-2.80027658,1.9677196,-25.92694604,-31.86892187,-31.35377653,19966065.017021127,0.0024,29275757.4,,2022-11-16T19:24:00.000Z
519,4953,FirmaChain,"FCT,FCT2",firmachain,7,2019-12-06T00:00:00.000Z,,560931888.404052,677367349.977801,520,560931888.404052,19909029.39187706,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.03549277515407741, 'volume_24h': 1220530.41779417, 'volume_change_24h': 5.1758, 'percent_change_1h': 0.27177073, 'percent_change_24h': -3.11926034, 'percent_change_7d': -10.60223763, 'percent_change_30d': -30.95044632, 'percent_change_60d': -40.89585632, 'percent_change_90d': -50.46403357, 'market_cap': 19909029.39187706, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 24041647.05, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.03549277515407741,1220530.41779417,5.1758,0.27177073,-3.11926034,-10.60223763,-30.95044632,-40.89585632,-50.46403357,19909029.39187706,0.0,24041647.05,,2022-11-16T19:24:00.000Z
520,6859,Harvest Finance,FARM,harvest-finance,54,2020-09-02T00:00:00.000Z,690420.0,681174.806713,700442.5,521,,,1.12478802,2022-11-16T19:24:00.000Z,"{'USD': {'price': 29.102322700721203, 'volume_24h': 945010.93279711, 'volume_change_24h': -33.7439, 'percent_change_1h': 0.06236406, 'percent_change_24h': -1.25952531, 'percent_change_7d': -0.82976384, 'percent_change_30d': -20.45157514, 'percent_change_60d': -29.03619298, 'percent_change_90d': -45.59987156, 'market_cap': 19823769.040563118, 'market_cap_dominance': 0.0024, 'fully_diluted_market_cap': 20092825.64, 'tvl': 17624448.9076, 'last_updated': '2022-11-16T19:24:00.000Z'}}",29.102322700721203,945010.93279711,-33.7439,0.06236406,-1.25952531,-0.82976384,-20.45157514,-29.03619298,-45.59987156,19823769.040563118,0.0024,20092825.64,17624448.9076,2022-11-16T19:24:00.000Z
521,4191,Syntropy,NOIA,syntropy,14,2019-07-31T00:00:00.000Z,1000000000.0,624147703.9999837,1000000000.0,522,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.03151651736326674, 'volume_24h': 166054.21211451, 'volume_change_24h': -79.4383, 'percent_change_1h': -0.02694064, 'percent_change_24h': -3.81014324, 'percent_change_7d': -18.19349183, 'percent_change_30d': -31.64944449, 'percent_change_60d': -46.34137165, 'percent_change_90d': -60.15989371, 'market_cap': 19670961.950358555, 'market_cap_dominance': 0.0024, 'fully_diluted_market_cap': 31516517.36, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.03151651736326674,166054.21211451,-79.4383,-0.02694064,-3.81014324,-18.19349183,-31.64944449,-46.34137165,-60.15989371,19670961.950358555,0.0024,31516517.36,,2022-11-16T19:24:00.000Z
522,7460,Alpha Quark Token,AQT,alpha-quark-token,12,2020-10-20T00:00:00.000Z,30000000.0,26640784.0,30000000.0,523,26640785.0,19548614.308656793,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.73378522099318, 'volume_24h': 4313793.3515215, 'volume_change_24h': 77.9364, 'percent_change_1h': -1.31238951, 'percent_change_24h': -0.6332107, 'percent_change_7d': -0.21090808, 'percent_change_30d': -31.07945613, 'percent_change_60d': -39.92269, 'percent_change_90d': -51.39408877, 'market_cap': 19548613.574871574, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 22013556.63, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.73378522099318,4313793.3515215,77.9364,-1.31238951,-0.6332107,-0.21090808,-31.07945613,-39.92269,-51.39408877,19548613.574871574,0.0,22013556.63,,2022-11-16T19:24:00.000Z
523,8771,GYEN,GYEN,gyen,20,2021-03-10T00:00:00.000Z,,2733961999.0,5396921683.0,524,5396921683.0,38516455.34718921,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0071367452799090784, 'volume_24h': 55695.81137521, 'volume_change_24h': -38.3991, 'percent_change_1h': -0.605501, 'percent_change_24h': 0.11925063, 'percent_change_7d': 3.31985969, 'percent_change_30d': 6.22374166, 'percent_change_60d': 2.37390401, 'percent_change_90d': -3.04248413, 'market_cap': 19511590.39181404, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 38516455.35, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0071367452799090784,55695.81137521,-38.3991,-0.605501,0.11925063,3.31985969,6.22374166,2.37390401,-3.04248413,19511590.39181404,0.0,38516455.35,,2022-11-16T19:24:00.000Z
524,3874,IRISnet,IRIS,irisnet,33,2019-04-18T00:00:00.000Z,,1423234886.11107,2109403069.919049,525,,,,2022-11-16T19:23:00.000Z,"{'USD': {'price': 0.013636280189524633, 'volume_24h': 1634809.20615707, 'volume_change_24h': -0.0398, 'percent_change_1h': -0.05451974, 'percent_change_24h': -3.19524173, 'percent_change_7d': 3.34307353, 'percent_change_30d': -23.52908788, 'percent_change_60d': -32.71603418, 'percent_change_90d': -41.7815587, 'market_cap': 19407629.68251673, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 28764411.29, 'tvl': None, 'last_updated': '2022-11-16T19:23:00.000Z'}}",0.013636280189524633,1634809.20615707,-0.0398,-0.05451974,-3.19524173,3.34307353,-23.52908788,-32.71603418,-41.7815587,19407629.68251673,0.0023,28764411.29,,2022-11-16T19:23:00.000Z
525,19063,MEVerse,MEV,meverse,7,2022-03-25T06:08:42.000Z,2000000000.0,1654645034.0,2000000000.0,526,1562645034.0,18267745.820420902,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.011690272213427647, 'volume_24h': 234778.29609283, 'volume_change_24h': -32.6809, 'percent_change_1h': -1.0045449, 'percent_change_24h': -3.23063719, 'percent_change_7d': -10.74710374, 'percent_change_30d': -36.73727985, 'percent_change_60d': -19.97613212, 'percent_change_90d': -50.51914506, 'market_cap': 19343250.864056244, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 23380544.43, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.011690272213427647,234778.29609283,-32.6809,-1.0045449,-3.23063719,-10.74710374,-36.73727985,-19.97613212,-50.51914506,19343250.864056244,0.0023,23380544.43,,2022-11-16T19:24:00.000Z
526,7424,Hermez Network,HEZ,hermez-network,11,2020-10-15T00:00:00.000Z,100000000.0,4700000.0,100000000.0,527,36534435.0,150178146.5369443,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 4.110591734536042, 'volume_24h': 425366.93317168, 'volume_change_24h': 2.7123, 'percent_change_1h': -0.43015477, 'percent_change_24h': -0.87782757, 'percent_change_7d': -2.01657849, 'percent_change_30d': 17.50265552, 'percent_change_60d': 14.31373739, 'percent_change_90d': 6.74988173, 'market_cap': 19319781.152319398, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 411059173.45, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",4.110591734536042,425366.93317168,2.7123,-0.43015477,-0.87782757,-2.01657849,17.50265552,14.31373739,6.74988173,19319781.152319398,0.0,411059173.45,,2022-11-16T19:24:00.000Z
527,6928,Bella Protocol,BEL,bella-protocol,55,2020-09-07T00:00:00.000Z,100000000.0,48000000.0,100000000.0,528,,,9.87633984,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.3999226317238596, 'volume_24h': 2610829.11722395, 'volume_change_24h': -21.3781, 'percent_change_1h': -0.48396736, 'percent_change_24h': -3.47945445, 'percent_change_7d': 1.14870432, 'percent_change_30d': -28.21342044, 'percent_change_60d': -36.03852426, 'percent_change_90d': -51.01938348, 'market_cap': 19196286.32274526, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 39992263.17, 'tvl': 1943664.01185, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.3999226317238596,2610829.11722395,-21.3781,-0.48396736,-3.47945445,1.14870432,-28.21342044,-36.03852426,-51.01938348,19196286.32274526,0.0023,39992263.17,1943664.01185,2022-11-16T19:24:00.000Z
528,5865,FIO Protocol,FIO,fio-protocol,26,2020-07-19T00:00:00.000Z,1000000000.0,625545196.3613504,823840455.6821952,529,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.03047216371949475, 'volume_24h': 1384936.54653724, 'volume_change_24h': -13.0651, 'percent_change_1h': -0.09856837, 'percent_change_24h': -0.96153205, 'percent_change_7d': -2.36521753, 'percent_change_30d': -27.59950893, 'percent_change_60d': -32.78739995, 'percent_change_90d': -41.71820167, 'market_cap': 19061715.63746656, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 30472163.72, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.03047216371949475,1384936.54653724,-13.0651,-0.09856837,-0.96153205,-2.36521753,-27.59950893,-32.78739995,-41.71820167,19061715.63746656,0.0023,30472163.72,,2022-11-16T19:24:00.000Z
529,5115,TerraKRW,KRT,terra-krw,64,2020-01-15T00:00:00.000Z,,38693068575.260864,38693797683.86666,530,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0004918036378407277, 'volume_24h': 0, 'volume_change_24h': 0, 'percent_change_1h': -0.32834687, 'percent_change_24h': 0.55989335, 'percent_change_7d': 2.80234107, 'percent_change_30d': -12.2413403, 'percent_change_60d': -18.02100055, 'percent_change_90d': -28.25664975, 'market_cap': 19029391.884534035, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 19029750.46, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0004918036378407277,0.0,0.0,-0.32834687,0.55989335,2.80234107,-12.2413403,-18.02100055,-28.25664975,19029391.884534035,0.0,19029750.46,,2022-11-16T19:24:00.000Z
530,7411,Covalent,CQT,covalent,36,2020-10-14T00:00:00.000Z,1000000000.0,254842989.34659484,1000000000.0,531,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0745395313660898, 'volume_24h': 631305.79739022, 'volume_change_24h': 30.026, 'percent_change_1h': 0.15877603, 'percent_change_24h': -0.76852435, 'percent_change_7d': -8.72785158, 'percent_change_30d': -20.14576082, 'percent_change_60d': 6.62866425, 'percent_change_90d': -5.48422248, 'market_cap': 18995876.997828595, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 74539531.37, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0745395313660898,631305.79739022,30.026,0.15877603,-0.76852435,-8.72785158,-20.14576082,6.62866425,-5.48422248,18995876.997828595,0.0023,74539531.37,,2022-11-16T19:24:00.000Z
531,10778,Metahero,HERO,metahero,36,2021-07-07T00:00:00.000Z,10000000000.0,5095643290.0,9766213274.0,532,5097321289.0,18959501.39748449,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0037195029158548472, 'volume_24h': 735372.25786231, 'volume_change_24h': -36.1045, 'percent_change_1h': -0.73629318, 'percent_change_24h': -4.01342982, 'percent_change_7d': -1.46702419, 'percent_change_30d': -4.33788739, 'percent_change_60d': 16.46485953, 'percent_change_90d': -53.32714288, 'market_cap': 18953260.075311188, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 37195029.16, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0037195029158548472,735372.25786231,-36.1045,-0.73629318,-4.01342982,-1.46702419,-4.33788739,16.46485953,-53.32714288,18953260.075311188,0.0,37195029.16,,2022-11-16T19:24:00.000Z
532,16876,Alethea Artificial Liquid Intelligence Token,ALI,alethea-artificial-liquid-intelligence-token,11,2022-01-05T09:29:06.000Z,10000000000.0,1606511090.969903,10000000000.0,533,561164204.0,6603223.356399194,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.01176700742729341, 'volume_24h': 954243.22983081, 'volume_change_24h': -62.6762, 'percent_change_1h': 0.06648317, 'percent_change_24h': -28.47810401, 'percent_change_7d': 47.48715663, 'percent_change_30d': 3.31126165, 'percent_change_60d': -23.54122346, 'percent_change_90d': -20.82570391, 'market_cap': 18903827.939472087, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 117670074.27, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.01176700742729341,954243.22983081,-62.6762,0.06648317,-28.47810401,47.48715663,3.31126165,-23.54122346,-20.82570391,18903827.939472087,0.0,117670074.27,,2022-11-16T19:24:00.000Z
533,1414,Firo,FIRO,firo,55,2016-10-06T00:00:00.000Z,21400000.0,11721831.35501076,12427854.74033085,534,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 1.5986867428498022, 'volume_24h': 3001332.13801822, 'volume_change_24h': 30.5811, 'percent_change_1h': 0.53169171, 'percent_change_24h': -0.86872736, 'percent_change_7d': 2.08693754, 'percent_change_30d': -31.24526201, 'percent_change_60d': -46.94653543, 'percent_change_90d': -40.75234715, 'market_cap': 18739536.389176834, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 34211896.3, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",1.5986867428498022,3001332.13801822,30.5811,0.53169171,-0.86872736,2.08693754,-31.24526201,-46.94653543,-40.75234715,18739536.389176834,0.0023,34211896.3,,2022-11-16T19:24:00.000Z
534,13967,Goldfinch,GFI,goldfinch-protocol,18,2021-11-05T12:19:13.000Z,114285714.0,29135286.16924294,114285714.0,535,29351298.902671218,18859348.644780416,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.6425388091790396, 'volume_24h': 288684.56213012, 'volume_change_24h': 9.9306, 'percent_change_1h': -1.02955162, 'percent_change_24h': -1.04138917, 'percent_change_7d': 15.08944828, 'percent_change_30d': -18.16188803, 'percent_change_60d': -13.0247645, 'percent_change_90d': -42.42695867, 'market_cap': 18720552.0802759, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 73433006.58, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.6425388091790396,288684.56213012,9.9306,-1.02955162,-1.04138917,15.08944828,-18.16188803,-13.0247645,-42.42695867,18720552.0802759,0.0,73433006.58,,2022-11-16T19:24:00.000Z
535,13523,Merit Circle,MC,merit-circle,49,2021-10-29T04:07:32.000Z,1000000000.0,42592000.0,1000000000.0,536,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.4373954519132571, 'volume_24h': 1857744.98338261, 'volume_change_24h': 0.2113, 'percent_change_1h': -0.9154406, 'percent_change_24h': -0.91103333, 'percent_change_7d': -11.42517254, 'percent_change_30d': -32.27310838, 'percent_change_60d': -34.56754516, 'percent_change_90d': -52.06997474, 'market_cap': 18629547.087889448, 'market_cap_dominance': 0.0023, 'fully_diluted_market_cap': 437395451.91, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.4373954519132571,1857744.98338261,0.2113,-0.9154406,-0.91103333,-11.42517254,-32.27310838,-34.56754516,-52.06997474,18629547.087889448,0.0023,437395451.91,,2022-11-16T19:24:00.000Z
536,7725,TrueFi,TRU,truefi-token,51,2020-11-19T00:00:00.000Z,1450000000.0,548956194.22,1441129427.0,537,,,1.47995147,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.03383098708964512, 'volume_24h': 1165770.02836707, 'volume_change_24h': -58.061, 'percent_change_1h': -0.67138865, 'percent_change_24h': -3.26670045, 'percent_change_7d': -7.50963566, 'percent_change_30d': -30.75151242, 'percent_change_60d': -44.27876376, 'percent_change_90d': -55.47052519, 'market_cap': 18571729.91943754, 'market_cap_dominance': 0.0022, 'fully_diluted_market_cap': 49054931.28, 'tvl': 12548877.64862, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.03383098708964512,1165770.02836707,-58.061,-0.67138865,-3.26670045,-7.50963566,-30.75151242,-44.27876376,-55.47052519,18571729.91943754,0.0022,49054931.28,12548877.64862,2022-11-16T19:24:00.000Z
537,7960,Venus XVS,vXVS,venus-xvs,1,2020-12-12T00:00:00.000Z,,224433925.0,224433925.0,538,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.08269212711333529, 'volume_24h': 277069.00945323, 'volume_change_24h': -9.1443, 'percent_change_1h': -0.08414823, 'percent_change_24h': -0.95075763, 'percent_change_7d': 0.55745206, 'percent_change_30d': -12.25113082, 'percent_change_60d': -9.28530043, 'percent_change_90d': -36.13665495, 'market_cap': 18558918.654644758, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 18558918.65, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.08269212711333529,277069.00945323,-9.1443,-0.08414823,-0.95075763,0.55745206,-12.25113082,-9.28530043,-36.13665495,18558918.654644758,0.0,18558918.65,,2022-11-16T19:24:00.000Z
538,2143,Streamr,DATA,streamr,56,2017-11-03T00:00:00.000Z,,767121867.272933,861800041.8100061,539,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.024155839518934786, 'volume_24h': 4446800.55050615, 'volume_change_24h': 572.4053, 'percent_change_1h': 0.13897917, 'percent_change_24h': -0.59513874, 'percent_change_7d': -1.88543163, 'percent_change_30d': -19.77472873, 'percent_change_60d': -23.68663673, 'percent_change_90d': -32.30545896, 'market_cap': 18530472.71731056, 'market_cap_dominance': 0.0022, 'fully_diluted_market_cap': 20817503.51, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.024155839518934786,4446800.55050615,572.4053,0.13897917,-0.59513874,-1.88543163,-19.77472873,-23.68663673,-32.30545896,18530472.71731056,0.0022,20817503.51,,2022-11-16T19:24:00.000Z
539,11202,Tokemak,TOKE,tokemak,42,2021-08-09T00:00:00.000Z,100000000.0,16314929.0,100000000.0,540,5377717.0,6092500.4057385465,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 1.1329157718300435, 'volume_24h': 162040.01813763, 'volume_change_24h': -16.6111, 'percent_change_1h': -0.49136578, 'percent_change_24h': -2.75777153, 'percent_change_7d': 6.06957485, 'percent_change_30d': 15.59072344, 'percent_change_60d': 11.58477565, 'percent_change_90d': -37.37394349, 'market_cap': 18483440.380387362, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 113291577.18, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",1.1329157718300435,162040.01813763,-16.6111,-0.49136578,-2.75777153,6.06957485,15.59072344,11.58477565,-37.37394349,18483440.380387362,0.0,113291577.18,,2022-11-16T19:24:00.000Z
540,8827,Boson Protocol,BOSON,boson-protocol,35,2021-03-16T00:00:00.000Z,200000000.0,100617210.18,200000000.0,541,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.1840260602786374, 'volume_24h': 647872.22391736, 'volume_change_24h': -7.5012, 'percent_change_1h': -0.53259368, 'percent_change_24h': -1.15262632, 'percent_change_7d': -10.35745332, 'percent_change_30d': -20.85881684, 'percent_change_60d': -23.36792014, 'percent_change_90d': -45.57977255, 'market_cap': 18516188.78565301, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 36805212.06, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.1840260602786374,647872.22391736,-7.5012,-0.53259368,-1.15262632,-10.35745332,-20.85881684,-23.36792014,-45.57977255,18516188.78565301,0.0,36805212.06,,2022-11-16T19:24:00.000Z
541,2585,CENNZnet,CENNZ,centrality,8,2018-03-13T00:00:00.000Z,,1200000000.0,1200000000.0,542,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.015330683854925432, 'volume_24h': 186488.4991934, 'volume_change_24h': -78.9849, 'percent_change_1h': 0.06884533, 'percent_change_24h': -3.97506555, 'percent_change_7d': -14.5323033, 'percent_change_30d': -42.11362155, 'percent_change_60d': -56.98845637, 'percent_change_90d': -72.6466659, 'market_cap': 18396820.625910517, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 18396820.63, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.015330683854925432,186488.4991934,-78.9849,0.06884533,-3.97506555,-14.5323033,-42.11362155,-56.98845637,-72.6466659,18396820.625910517,0.0,18396820.63,,2022-11-16T19:24:00.000Z
542,8425,JasmyCoin,JASMY,jasmy,105,2021-02-11T00:00:00.000Z,50000000000.0,4754930779.736645,50000000000.0,543,30800000000.0,118094703.15233275,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0038342436088419727, 'volume_24h': 32379991.08964236, 'volume_change_24h': -43.3345, 'percent_change_1h': -0.3442755, 'percent_change_24h': -2.25673164, 'percent_change_7d': -0.3669644, 'percent_change_30d': -25.85453637, 'percent_change_60d': -55.18049522, 'percent_change_90d': -63.82964525, 'market_cap': 18231562.95269121, 'market_cap_dominance': 0.0022, 'fully_diluted_market_cap': 191712180.44, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0038342436088419727,32379991.08964236,-43.3345,-0.3442755,-2.25673164,-0.3669644,-25.85453637,-55.18049522,-63.82964525,18231562.95269121,0.0022,191712180.44,,2022-11-16T19:24:00.000Z
