,id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated_x,quote,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,tvl,last_updated_y
291,2588,Loom Network,LOOM,loom-network,59,2018-03-14T00:00:00.000Z,,1300000000.0,1300000000.0,292,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.044948200621798697, 'volume_24h': 5942715.85320327, 'volume_change_24h': -61.2467, 'percent_change_1h': -0.26531637, 'percent_change_24h': -2.11978633, 'percent_change_7d': 4.25035972, 'percent_change_30d': -8.77445656, 'percent_change_60d': -27.75535748, 'percent_change_90d': -11.16159817, 'market_cap': 58432660.80833831, 'market_cap_dominance': 0.0071, 'fully_diluted_market_cap': 58432660.81, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.044948200621798697,5942715.85320327,-61.2467,-0.26531637,-2.11978633,4.25035972,-8.77445656,-27.75535748,-11.16159817,58432660.80833831,0.0071,58432660.81,,2022-11-16T19:24:00.000Z
292,2765,XYO,XYO,xyo,52,2018-05-22T00:00:00.000Z,,12844821265.9205,13960974963.0,293,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.004496557717317772, 'volume_24h': 656201.6260798, 'volume_change_24h': -29.4929, 'percent_change_1h': -0.1233146, 'percent_change_24h': -5.02258596, 'percent_change_7d': 0.36657183, 'percent_change_30d': -23.7813873, 'percent_change_60d': -41.14555818, 'percent_change_90d': -44.13699096, 'market_cap': 57757480.190842256, 'market_cap_dominance': 0.007, 'fully_diluted_market_cap': 62776329.71, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.004496557717317772,656201.6260798,-29.4929,-0.1233146,-5.02258596,0.36657183,-23.7813873,-41.14555818,-44.13699096,57757480.190842256,0.007,62776329.71,,2022-11-16T19:24:00.000Z
293,10641,RichQUACK.com,QUACK,richquack-com,26,2021-06-25T00:00:00.000Z,1e+17,4.40859612741523e+16,4.6775855335611e+16,294,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 1.303789126320935e-09, 'volume_24h': 4411586.78126103, 'volume_change_24h': -7.6114, 'percent_change_1h': -0.42201137, 'percent_change_24h': 0.1418269, 'percent_change_7d': -5.86137228, 'percent_change_30d': -48.2077235, 'percent_change_60d': 68.46449883, 'percent_change_90d': 27.60544593, 'market_cap': 57478796.93264561, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 130378912.63, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",1.303789126320935e-09,4411586.78126103,-7.6114,-0.42201137,0.1418269,-5.86137228,-48.2077235,68.46449883,27.60544593,57478796.93264561,0.0,130378912.63,,2022-11-16T19:24:00.000Z
294,6756,Acala Token,ACA,acala,36,2020-08-28T00:00:00.000Z,1000000000.0,529283333.0,1000000000.0,295,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.10847113125936773, 'volume_24h': 740377.70503433, 'volume_change_24h': -12.8569, 'percent_change_1h': -0.43912726, 'percent_change_24h': -4.41123858, 'percent_change_7d': -7.43360321, 'percent_change_30d': -36.80219286, 'percent_change_60d': -54.48745918, 'percent_change_90d': -56.75638856, 'market_cap': 57411961.887238644, 'market_cap_dominance': 0.0069, 'fully_diluted_market_cap': 108471131.26, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.10847113125936773,740377.70503433,-12.8569,-0.43912726,-4.41123858,-7.43360321,-36.80219286,-54.48745918,-56.75638856,57411961.887238644,0.0069,108471131.26,,2022-11-16T19:24:00.000Z
295,5026,Orchid,OXT,orchid,79,2019-12-16T00:00:00.000Z,,690690083.7746798,1000000000.0,296,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.08168876782282543, 'volume_24h': 3175437.91951575, 'volume_change_24h': 15.693, 'percent_change_1h': -0.49981631, 'percent_change_24h': -3.63292904, 'percent_change_7d': -2.15971595, 'percent_change_30d': -14.41908123, 'percent_change_60d': -22.00588071, 'percent_change_90d': -33.12345364, 'market_cap': 56421621.89099766, 'market_cap_dominance': 0.0068, 'fully_diluted_market_cap': 81688767.82, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.08168876782282543,3175437.91951575,15.693,-0.49981631,-3.63292904,-2.15971595,-14.41908123,-22.00588071,-33.12345364,56421621.89099766,0.0068,81688767.82,,2022-11-16T19:24:00.000Z
296,1104,Augur,REP,augur,96,2015-10-27T00:00:00.000Z,,11000000.0,11000000.0,297,,,54.28451156,2022-11-16T19:24:00.000Z,"{'USD': {'price': 5.11783639782844, 'volume_24h': 5045503.97447886, 'volume_change_24h': -81.1466, 'percent_change_1h': 0.15715351, 'percent_change_24h': -2.69258647, 'percent_change_7d': -0.78433189, 'percent_change_30d': -24.18929646, 'percent_change_60d': -31.76930784, 'percent_change_90d': -42.57164278, 'market_cap': 56296200.37611284, 'market_cap_dominance': 0.0068, 'fully_diluted_market_cap': 56296200.38, 'tvl': 1037058.24676, 'last_updated': '2022-11-16T19:24:00.000Z'}}",5.11783639782844,5045503.97447886,-81.1466,0.15715351,-2.69258647,-0.78433189,-24.18929646,-31.76930784,-42.57164278,56296200.37611284,0.0068,56296200.38,1037058.24676,2022-11-16T19:24:00.000Z
297,5841,NEST Protocol,NEST,nest-protocol,46,2020-07-14T00:00:00.000Z,10000000000.0,2911743948.0,9978035000.0,298,1832813324.0,35365667.14973815,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.01929583699913028, 'volume_24h': 3746390.60234435, 'volume_change_24h': 37.891, 'percent_change_1h': -2.10458949, 'percent_change_24h': 0.29745063, 'percent_change_7d': 9.77261542, 'percent_change_30d': 4.15914357, 'percent_change_60d': -36.50647446, 'percent_change_90d': -40.85722085, 'market_cap': 56184536.60381207, 'market_cap_dominance': 0.0068, 'fully_diluted_market_cap': 192958369.99, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.01929583699913028,3746390.60234435,37.891,-2.10458949,0.29745063,9.77261542,4.15914357,-36.50647446,-40.85722085,56184536.60381207,0.0068,192958369.99,,2022-11-16T19:24:00.000Z
298,7824,Vai,VAI,vai,37,2020-12-01T00:00:00.000Z,0.0,57498554.0,57498554.0,299,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.9743608594975842, 'volume_24h': 20570.95590385, 'volume_change_24h': 87.1152, 'percent_change_1h': -0.0326666, 'percent_change_24h': 1.04277233, 'percent_change_7d': 0.25658502, 'percent_change_30d': 1.01305738, 'percent_change_60d': 2.74279109, 'percent_change_90d': 3.43361484, 'market_cap': 56024340.49530826, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 56024340.5, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.9743608594975842,20570.95590385,87.1152,-0.0326666,1.04277233,0.25658502,1.01305738,2.74279109,3.43361484,56024340.49530826,0.0,56024340.5,,2022-11-16T19:24:00.000Z
299,2273,Uquid Coin,UQC,uquid-coin,36,2017-12-13T00:00:00.000Z,,10000000.0,40000000.0,300,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 5.5971639261451465, 'volume_24h': 3927113.72682403, 'volume_change_24h': -11.0844, 'percent_change_1h': -0.14712191, 'percent_change_24h': -9.95449783, 'percent_change_7d': -4.87661626, 'percent_change_30d': -48.71821308, 'percent_change_60d': -41.94936108, 'percent_change_90d': -38.92108422, 'market_cap': 55971639.26145147, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 223886557.05, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",5.5971639261451465,3927113.72682403,-11.0844,-0.14712191,-9.95449783,-4.87661626,-48.71821308,-41.94936108,-38.92108422,55971639.26145147,0.0,223886557.05,,2022-11-16T19:24:00.000Z
300,8489,XSGD,XSGD,xsgd,34,2021-02-17T00:00:00.000Z,,76524956.229196,83617320.371568,301,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.7284589529552863, 'volume_24h': 1808903.45808429, 'volume_change_24h': -38.7111, 'percent_change_1h': 0.04358955, 'percent_change_24h': -1.11000166, 'percent_change_7d': 4.08412541, 'percent_change_30d': 2.19477214, 'percent_change_60d': 1.16437336, 'percent_change_90d': 10.78838077, 'market_cap': 55745289.489669226, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 60911785.65, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.7284589529552863,1808903.45808429,-38.7111,0.04358955,-1.11000166,4.08412541,2.19477214,1.16437336,10.78838077,55745289.489669226,0.0,60911785.65,,2022-11-16T19:24:00.000Z
301,3626,RSK Smart Bitcoin,RBTC,rsk-smart-bitcoin,9,2018-12-05T00:00:00.000Z,,3371.41918203,20999763.5577,302,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 16490.400202733385, 'volume_24h': 21996.20638601, 'volume_change_24h': -3.0127, 'percent_change_1h': -0.55385626, 'percent_change_24h': -1.72830863, 'percent_change_7d': -2.20887709, 'percent_change_30d': -15.41539814, 'percent_change_60d': -17.56975034, 'percent_change_90d': -29.39652675, 'market_cap': 55596051.56284673, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 346294505229.25, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",16490.400202733385,21996.20638601,-3.0127,-0.55385626,-1.72830863,-2.20887709,-15.41539814,-17.56975034,-29.39652675,55596051.56284673,0.0,346294505229.25,,2022-11-16T19:24:00.000Z
302,7242,cVault.finance,CORE,cvault-finance,8,2020-09-30T00:00:00.000Z,,10000.0,10000.0,303,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 5551.4000597317245, 'volume_24h': 38469.08240776, 'volume_change_24h': 16.4201, 'percent_change_1h': -0.84467757, 'percent_change_24h': -3.42779368, 'percent_change_7d': -6.53808449, 'percent_change_30d': -1.55073632, 'percent_change_60d': -1.23180353, 'percent_change_90d': -10.16153186, 'market_cap': 55514000.59731724, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 55514000.6, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",5551.4000597317245,38469.08240776,16.4201,-0.84467757,-3.42779368,-6.53808449,-1.55073632,-1.23180353,-10.16153186,55514000.59731724,0.0,55514000.6,,2022-11-16T19:24:00.000Z
303,10746,Biswap,BSW,biswap,97,2021-07-02T00:00:00.000Z,700000000.0,273579477.0,313479769.0,304,136010239.0,27443114.157592557,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.20177241330774043, 'volume_24h': 4460185.04069194, 'volume_change_24h': -24.4871, 'percent_change_1h': -0.1761593, 'percent_change_24h': -3.68214391, 'percent_change_7d': 0.45031792, 'percent_change_30d': -17.8735135, 'percent_change_60d': -33.01860221, 'percent_change_90d': -42.41007191, 'market_cap': 55200791.30575947, 'market_cap_dominance': 0.0067, 'fully_diluted_market_cap': 141240689.32, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.20177241330774043,4460185.04069194,-24.4871,-0.1761593,-3.68214391,0.45031792,-17.8735135,-33.01860221,-42.41007191,55200791.30575947,0.0067,141240689.32,,2022-11-16T19:24:00.000Z
304,5113,inSure DeFi,SURE,insure,26,2020-01-07T00:00:00.000Z,88000000000.0,26790063174.642704,88000000000.0,305,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0020371713358977492, 'volume_24h': 903507.47853463, 'volume_change_24h': -6.9842, 'percent_change_1h': -1.1060103, 'percent_change_24h': -4.20103074, 'percent_change_7d': 8.29776103, 'percent_change_30d': -17.34782944, 'percent_change_60d': -26.13118605, 'percent_change_90d': -53.63802142, 'market_cap': 54575948.786271974, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 179271077.56, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0020371713358977492,903507.47853463,-6.9842,-1.1060103,-4.20103074,8.29776103,-17.34782944,-26.13118605,-53.63802142,54575948.786271974,0.0,179271077.56,,2022-11-16T19:24:00.000Z
305,18934,Stargate Finance,STG,stargate-finance,110,2022-03-18T04:06:21.000Z,1000000000.0,138021911.0,1000000000.0,306,133061395.0,52483370.86203539,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.39442973570234546, 'volume_24h': 6736234.20813525, 'volume_change_24h': -16.9626, 'percent_change_1h': -0.20797758, 'percent_change_24h': -2.08428755, 'percent_change_7d': 5.20735094, 'percent_change_30d': -15.02236702, 'percent_change_60d': -31.1904424, 'percent_change_90d': 18.32044814, 'market_cap': 54439945.876862645, 'market_cap_dominance': 0.0066, 'fully_diluted_market_cap': 394429735.7, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.39442973570234546,6736234.20813525,-16.9626,-0.20797758,-2.08428755,5.20735094,-15.02236702,-31.1904424,18.32044814,54439945.876862645,0.0066,394429735.7,,2022-11-16T19:24:00.000Z
306,15261,ONUS,ONUS,onus,6,2021-11-29T04:57:43.000Z,100000000.0,97106390.0,97106390.0,307,32114664.994922023,17971213.639480494,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.5595952391943714, 'volume_24h': 160023.55053741, 'volume_change_24h': -5.0521, 'percent_change_1h': -0.11227063, 'percent_change_24h': 0.56176872, 'percent_change_7d': 20.21862383, 'percent_change_30d': 17.17820668, 'percent_change_60d': 25.60541811, 'percent_change_90d': 12.07371906, 'market_cap': 54340273.53935191, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 55959523.92, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.5595952391943714,160023.55053741,-5.0521,-0.11227063,0.56176872,20.21862383,17.17820668,25.60541811,12.07371906,54340273.53935191,0.0,55959523.92,,2022-11-16T19:24:00.000Z
307,2780,NKN,NKN,nkn,56,2018-05-28T00:00:00.000Z,1000000000.0,700000000.0,700000000.0,308,601333312.0,46751531.35224193,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.07774645179185073, 'volume_24h': 5806352.9237521, 'volume_change_24h': 34.9801, 'percent_change_1h': 0.1783197, 'percent_change_24h': -3.81607172, 'percent_change_7d': -4.4923847, 'percent_change_30d': -8.97814107, 'percent_change_60d': -17.70561475, 'percent_change_90d': -26.66349348, 'market_cap': 54422516.25429551, 'market_cap_dominance': 0.0066, 'fully_diluted_market_cap': 77746451.79, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.07774645179185073,5806352.9237521,34.9801,0.1783197,-3.81607172,-4.4923847,-8.97814107,-17.70561475,-26.66349348,54422516.25429551,0.0066,77746451.79,,2022-11-16T19:24:00.000Z
308,4747,Velas,VLX,velas,65,2019-10-03T00:00:00.000Z,,2376345032.6269636,2376345032.6269636,309,2376345030.5043845,53994697.53219439,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.022721741514418844, 'volume_24h': 886766.16403432, 'volume_change_24h': 3.6978, 'percent_change_1h': -0.54542258, 'percent_change_24h': 0.25741968, 'percent_change_7d': -16.11228316, 'percent_change_30d': -46.62642053, 'percent_change_60d': -49.44452807, 'percent_change_90d': -47.94101192, 'market_cap': 53994697.58042308, 'market_cap_dominance': 0.0065, 'fully_diluted_market_cap': 53994697.58, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.022721741514418844,886766.16403432,3.6978,-0.54542258,0.25741968,-16.11228316,-46.62642053,-49.44452807,-47.94101192,53994697.58042308,0.0065,53994697.58,,2022-11-16T19:24:00.000Z
309,6843,Radicle,RAD,radicle,65,2020-09-01T00:00:00.000Z,99999620.0,34606564.92750883,99998580.0,310,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 1.5590733261018976, 'volume_24h': 3561290.5152518, 'volume_change_24h': -51.0241, 'percent_change_1h': -0.45753694, 'percent_change_24h': -3.58529012, 'percent_change_7d': 5.18339229, 'percent_change_30d': -22.82663323, 'percent_change_60d': -28.66496609, 'percent_change_90d': -37.39826804, 'market_cap': 53954172.28649247, 'market_cap_dominance': 0.0065, 'fully_diluted_market_cap': 155906740.16, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",1.5590733261018976,3561290.5152518,-51.0241,-0.45753694,-3.58529012,5.18339229,-22.82663323,-28.66496609,-37.39826804,53954172.28649247,0.0065,155906740.16,,2022-11-16T19:24:00.000Z
310,7429,Liquity,LQTY,liquity,28,2020-10-16T00:00:00.000Z,100000000.0,82925107.0126398,100000000.0,311,,,0.11973054,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.644340041934377, 'volume_24h': 1247943.71825586, 'volume_change_24h': 11.8212, 'percent_change_1h': -1.10779384, 'percent_change_24h': 0.24485067, 'percent_change_7d': 8.39379362, 'percent_change_30d': -12.15047597, 'percent_change_60d': -21.37304099, 'percent_change_90d': -37.95959052, 'market_cap': 53431966.929937035, 'market_cap_dominance': 0.0065, 'fully_diluted_market_cap': 64434004.19, 'tvl': 446268468.44735, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.644340041934377,1247943.71825586,11.8212,-1.10779384,0.24485067,8.39379362,-12.15047597,-21.37304099,-37.95959052,53431966.929937035,0.0065,64434004.19,446268468.44735,2022-11-16T19:24:00.000Z
311,14803,Aurora,AURORA,aurora-near,33,2021-11-19T03:03:36.000Z,1000000000.0,102122032.0,1000000000.0,312,10000000.0,5220258.449243243,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.5220258449243242, 'volume_24h': 969719.46196683, 'volume_change_24h': -23.7449, 'percent_change_1h': -0.08570027, 'percent_change_24h': -4.26413736, 'percent_change_7d': 3.120253, 'percent_change_30d': -42.11924671, 'percent_change_60d': -58.65732228, 'percent_change_90d': -69.05797892, 'market_cap': 53310340.04018888, 'market_cap_dominance': 0.0064, 'fully_diluted_market_cap': 522025844.92, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.5220258449243242,969719.46196683,-23.7449,-0.08570027,-4.26413736,3.120253,-42.11924671,-58.65732228,-69.05797892,53310340.04018888,0.0064,522025844.92,,2022-11-16T19:24:00.000Z
312,5117,Origin Protocol,OGN,origin-protocol,116,2020-01-09T00:00:00.000Z,1000000000.0,507432909.5,1000000000.0,313,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.10402098763444802, 'volume_24h': 10728011.50967894, 'volume_change_24h': -20.6574, 'percent_change_1h': -0.5263426, 'percent_change_24h': -2.15098631, 'percent_change_7d': -3.19037976, 'percent_change_30d': -26.73871691, 'percent_change_60d': -34.07729935, 'percent_change_90d': -51.69440663, 'market_cap': 52783672.40441148, 'market_cap_dominance': 0.0064, 'fully_diluted_market_cap': 104020987.63, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.10402098763444802,10728011.50967894,-20.6574,-0.5263426,-2.15098631,-3.19037976,-26.73871691,-34.07729935,-51.69440663,52783672.40441148,0.0064,104020987.63,,2022-11-16T19:24:00.000Z
313,20362,Polymesh,POLYX,polymesh,12,2022-05-30T12:38:57.000Z,,403259917.0,522161894.521625,314,521874157.075662,68143437.96844625,,2022-11-16T19:23:00.000Z,"{'USD': {'price': 0.13057446329645853, 'volume_24h': 5838554.48201285, 'volume_change_24h': 400.1856, 'percent_change_1h': 2.36142775, 'percent_change_24h': 6.50090188, 'percent_change_7d': 9.03168082, 'percent_change_30d': -52.68107689, 'percent_change_60d': -17.72153804, 'percent_change_90d': 10.08441872, 'market_cap': 52655447.231249414, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 68181009.13, 'tvl': None, 'last_updated': '2022-11-16T19:23:00.000Z'}}",0.13057446329645853,5838554.48201285,400.1856,2.36142775,6.50090188,9.03168082,-52.68107689,-17.72153804,10.08441872,52655447.231249414,0.0,68181009.13,,2022-11-16T19:23:00.000Z
314,2665,Dero,DERO,dero,11,2018-04-23T00:00:00.000Z,21000000.0,13033512.0,18400000.0,315,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 4.030253942883484, 'volume_24h': 166175.07123684, 'volume_change_24h': -57.0866, 'percent_change_1h': 0.82626477, 'percent_change_24h': 0.25585264, 'percent_change_7d': -11.63653264, 'percent_change_30d': -3.81812731, 'percent_change_60d': 3.69678941, 'percent_change_90d': 3.18058313, 'market_cap': 52528363.12761921, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 84635332.8, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",4.030253942883484,166175.07123684,-57.0866,0.82626477,0.25585264,-11.63653264,-3.81812731,3.69678941,3.18058313,52528363.12761921,0.0,84635332.8,,2022-11-16T19:24:00.000Z
315,20641,Euro Coin,EUROC,euro-coin,14,2022-06-16T19:13:48.000Z,,50142940.08,50142940.08,316,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 1.0376867844255255, 'volume_24h': 1610797.54619811, 'volume_change_24h': -56.2992, 'percent_change_1h': -0.12610341, 'percent_change_24h': 0.60614266, 'percent_change_7d': 4.40827173, 'percent_change_30d': 5.36050129, 'percent_change_60d': 3.57220313, 'percent_change_90d': 2.48238058, 'market_cap': 52032666.253257, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 52032666.25, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",1.0376867844255255,1610797.54619811,-56.2992,-0.12610341,0.60614266,4.40827173,5.36050129,3.57220313,2.48238058,52032666.253257,0.0,52032666.25,,2022-11-16T19:24:00.000Z
316,11498,Chainbing,CBG,chainbing,4,2021-08-30T15:26:47.000Z,10000000000.0,33000000.0,10000000000.0,317,503420200.0,789923203.2058389,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 1.5691130455350002, 'volume_24h': 7072.99296467, 'volume_change_24h': -86.9287, 'percent_change_1h': 0.02449043, 'percent_change_24h': -12.75115343, 'percent_change_7d': -30.42277616, 'percent_change_30d': -35.7258074, 'percent_change_60d': -46.4822284, 'percent_change_90d': -58.13018493, 'market_cap': 51780730.50265501, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 15691130455.35, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",1.5691130455350002,7072.99296467,-86.9287,0.02449043,-12.75115343,-30.42277616,-35.7258074,-46.4822284,-58.13018493,51780730.50265501,0.0,15691130455.35,,2022-11-16T19:24:00.000Z
317,19076,Wrapped Velas,WVLX,wrapped-velas,33,2019-10-03T00:00:00.000Z,,2279175680.382793,2279175680.382793,318,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.022506429325299795, 'volume_24h': 43376.74069804, 'volume_change_24h': 453.0866, 'percent_change_1h': -0.15419254, 'percent_change_24h': -1.56534662, 'percent_change_7d': -17.16079162, 'percent_change_30d': -47.11904336, 'percent_change_60d': -52.68361108, 'percent_change_90d': -48.38064439, 'market_cap': 51296106.37047741, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 51296106.37, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.022506429325299795,43376.74069804,453.0866,-0.15419254,-1.56534662,-17.16079162,-47.11904336,-52.68361108,-48.38064439,51296106.37047741,0.0,51296106.37,,2022-11-16T19:24:00.000Z
318,11877,Galxe,GAL,galxe,91,2021-09-14T09:51:51.000Z,200000000.0,35161333.0,200000000.0,319,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 1.4555507141667277, 'volume_24h': 21163558.29923944, 'volume_change_24h': 20.3255, 'percent_change_1h': -0.30504472, 'percent_change_24h': -1.49604738, 'percent_change_7d': -2.03208063, 'percent_change_30d': -37.78638099, 'percent_change_60d': -44.18194233, 'percent_change_90d': -52.22306796, 'market_cap': 51179103.35920413, 'market_cap_dominance': 0.0062, 'fully_diluted_market_cap': 291110142.83, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",1.4555507141667277,21163558.29923944,20.3255,-0.30504472,-1.49604738,-2.03208063,-37.78638099,-44.18194233,-52.22306796,51179103.35920413,0.0062,291110142.83,,2022-11-16T19:24:00.000Z
319,11396,JOE,JOE,joe,59,2021-08-25T21:39:22.000Z,500000000.0,325718033.0,420304079.0,320,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.15657981345448452, 'volume_24h': 1303238.62384856, 'volume_change_24h': -38.3654, 'percent_change_1h': -0.07764274, 'percent_change_24h': -1.52607694, 'percent_change_7d': 8.00394381, 'percent_change_30d': -24.43319662, 'percent_change_60d': -36.36609626, 'percent_change_90d': -48.57065212, 'market_cap': 51000868.84590163, 'market_cap_dominance': 0.0062, 'fully_diluted_market_cap': 78289906.73, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.15657981345448452,1303238.62384856,-38.3654,-0.07764274,-1.52607694,8.00394381,-24.43319662,-36.36609626,-48.57065212,51000868.84590163,0.0062,78289906.73,,2022-11-16T19:24:00.000Z
320,5326,Orbit Chain,ORC,orbit-chain,20,2020-03-16T00:00:00.000Z,1000000000.0,623015234.0030029,957500227.9762206,321,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.08099082513771062, 'volume_24h': 282402.20456696, 'volume_change_24h': 29.1711, 'percent_change_1h': -0.84484119, 'percent_change_24h': -4.32603738, 'percent_change_7d': -11.71085689, 'percent_change_30d': -14.00112592, 'percent_change_60d': -42.34103855, 'percent_change_90d': -48.69967392, 'market_cap': 50458517.87526707, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 80990825.14, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.08099082513771062,282402.20456696,29.1711,-0.84484119,-4.32603738,-11.71085689,-14.00112592,-42.34103855,-48.69967392,50458517.87526707,0.0,80990825.14,,2022-11-16T19:24:00.000Z
321,6958,Alchemy Pay,ACH,alchemy-pay,81,2020-09-09T00:00:00.000Z,10000000000.0,5082155932.35553,10000000000.0,322,3561853328.0,35210081.77255271,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.009885326129451647, 'volume_24h': 9114163.45965301, 'volume_change_24h': -8.145, 'percent_change_1h': 0.47367042, 'percent_change_24h': -0.22409033, 'percent_change_7d': 1.68170126, 'percent_change_30d': -18.54728393, 'percent_change_60d': -20.973011, 'percent_change_90d': -35.06148739, 'market_cap': 50238768.83206182, 'market_cap_dominance': 0.0061, 'fully_diluted_market_cap': 98853261.29, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.009885326129451647,9114163.45965301,-8.145,0.47367042,-0.22409033,1.68170126,-18.54728393,-20.973011,-35.06148739,50238768.83206182,0.0061,98853261.29,,2022-11-16T19:24:00.000Z
322,7288,Venus,XVS,venus,94,2020-10-05T00:00:00.000Z,29960733.0,12170524.0,29745109.54,323,,,0.06603978,2022-11-16T19:24:00.000Z,"{'USD': {'price': 4.111763453799183, 'volume_24h': 1602992.88071369, 'volume_change_24h': -20.3364, 'percent_change_1h': -0.08414823, 'percent_change_24h': -0.95075763, 'percent_change_7d': 0.55745206, 'percent_change_30d': -12.25113082, 'percent_change_60d': -9.28530043, 'percent_change_90d': -36.13665495, 'market_cap': 50042315.79678585, 'market_cap_dominance': 0.0061, 'fully_diluted_market_cap': 123191447, 'tvl': 757760192.25862, 'last_updated': '2022-11-16T19:24:00.000Z'}}",4.111763453799183,1602992.88071369,-20.3364,-0.08414823,-0.95075763,0.55745206,-12.25113082,-9.28530043,-36.13665495,50042315.79678585,0.0061,123191447.0,757760192.25862,2022-11-16T19:24:00.000Z
